policy,k,repetition,query_type,events,mean_prediction_hit,median_prediction_hit,std_prediction_hit,mean_target_rank,median_target_rank,std_target_rank,mean_candidate_universe_size,median_candidate_universe_size,std_candidate_universe_size,mean_prompt_tokens,median_prompt_tokens,std_prompt_tokens,mean_capacity_bytes,median_capacity_bytes,std_capacity_bytes,mean_ready_cache_ttft_ms,median_ready_cache_ttft_ms,std_ready_cache_ttft_ms,mean_request_e2e_ms,median_request_e2e_ms,std_request_e2e_ms,mean_policy_ms,median_policy_ms,std_policy_ms,mean_current_access_ttft_ms,median_current_access_ttft_ms,std_current_access_ttft_ms,mean_current_access_request_ms,median_current_access_request_ms,std_current_access_request_ms,mean_speculative_population_ms,median_speculative_population_ms,std_speculative_population_ms,mean_available_overlap_ms,median_available_overlap_ms,std_available_overlap_ms,mean_exposed_population_ms,median_exposed_population_ms,std_exposed_population_ms,mean_end_to_end_ttft_ms,median_end_to_end_ttft_ms,std_end_to_end_ttft_ms,mean_end_to_end_request_ms,median_end_to_end_request_ms,std_end_to_end_request_ms,mean_prefetch_bytes_scheduled,median_prefetch_bytes_scheduled,std_prefetch_bytes_scheduled,mean_prefetch_bytes_completed,median_prefetch_bytes_completed,std_prefetch_bytes_completed,mean_prefetch_completion_fraction,median_prefetch_completion_fraction,std_prefetch_completion_fraction,mean_shadow_residency_before_prefetch,median_shadow_residency_before_prefetch,std_shadow_residency_before_prefetch,mean_shadow_residency_hit,median_shadow_residency_hit,std_shadow_residency_hit,mean_shadow_current_prefetch_hit,median_shadow_current_prefetch_hit,std_shadow_current_prefetch_hit,mean_shadow_cache_bytes_after,median_shadow_cache_bytes_after,std_shadow_cache_bytes_after,mean_lmcache_retrieved_tokens_delta,median_lmcache_retrieved_tokens_delta,std_lmcache_retrieved_tokens_delta,mean_lmcache_stored_tokens_delta,median_lmcache_stored_tokens_delta,std_lmcache_stored_tokens_delta,mean_vllm_prefix_cache_hit_tokens_delta,median_vllm_prefix_cache_hit_tokens_delta,std_vllm_prefix_cache_hit_tokens_delta,mean_online_updated,median_online_updated,std_online_updated,mean_population_request_count,median_population_request_count,std_population_request_count,mean_population_prompt_tokens,median_population_prompt_tokens,std_population_prompt_tokens,mean_predicted_count,median_predicted_count,std_predicted_count,mean_completed_prefetch_count,median_completed_prefetch_count,std_completed_prefetch_count,mean_current_insert_eviction_count,median_current_insert_eviction_count,std_current_insert_eviction_count,mean_prefetch_eviction_count,median_prefetch_eviction_count,std_prefetch_eviction_count,mean_target_insert_eviction_count,median_target_insert_eviction_count,std_target_insert_eviction_count,mean_retry_count,median_retry_count,std_retry_count,mean_prefetch_completed_before_demand,median_prefetch_completed_before_demand,std_prefetch_completed_before_demand,mean_request_success,median_request_success,std_request_success
adaptive_offline_global,6,0,all,600,0.7833333333333333,1.0,0.41231731085448475,3.5638297872340425,4.0,1.5367461446088326,204.76333333333332,199.0,49.62326170651094,379.17833333333334,385.0,34.65537267602827,536870912.0,536870912.0,0.0,44.407269783333334,35.180723,14.787043692527664,44.49313561333333,35.286448,14.787552549963692,3.165877005,3.0275654999999997,0.7524757840873293,56.01662624666666,58.8367195,14.557475450774428,56.10391278166666,58.918985,14.561482068870927,387.873991385,421.01604299999997,71.61694495286704,0.0,0.0,0.0,387.873991385,421.01604299999997,71.61694495286704,435.44713817333337,468.5122955,76.55932459703745,435.53300400333336,468.5945775,76.56092490034528,74639005.01333334,75497472.0,2533129.4072283166,74639005.01333334,75497472.0,2533129.4072283166,1.0,1.0,0.0,0.19333333333333333,0.0,0.3952415912003437,0.815,1.0,0.3886215526515614,0.625,1.0,0.48452685903729587,528500435.62666667,530710528.0,26727831.51981851,270.725,384.0,263.1732565819843,94.77833333333334,0.0,262.35631099789254,255.92666666666668,384.0,180.35835582643824,0.0,0.0,0.0,6.0,6.0,0.0,2283.8016666666667,2310.0,77.3049745858251,6.0,6.0,0.0,6.0,6.0,0.0,0.7933333333333333,1.0,0.42140819126075346,4.783333333333333,6.0,2.1758399193138405,0.17833333333333334,0.0,0.39173074577341693,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
adaptive_offline_global,6,0,multi-hop,300,0.8,1.0,0.4006683379765061,3.4875,4.0,1.5764513137962353,202.20666666666668,199.0,47.71337172842155,378.71,385.0,35.934526581950415,536870912.0,536870912.0,0.0,44.28434198,35.1073835,14.739118659385602,44.37005496333333,35.1943595,14.739006573535963,3.1342412366666665,3.026865,0.7377373249072905,55.492426040000005,58.7944875,11.124117665100442,55.578742636666675,58.8770825,11.126279504940422,388.59623823333334,419.57507799999996,71.63215366245373,0.0,0.0,0.0,388.59623823333334,419.57507799999996,71.63215366245373,436.01482144999994,467.514792,77.09466525422175,436.10053443333334,467.599183,77.09611814504132,74570246.82666667,75497472.0,2696059.850601608,74570246.82666667,75497472.0,2696059.850601608,1.0,1.0,0.0,0.18333333333333332,0.0,0.3875860748793189,0.8233333333333334,1.0,0.3820235974197245,0.64,1.0,0.4808020055718086,528966068.9066667,530710528.0,18752844.56542154,264.27,384.0,217.03698750786313,89.07,0.0,217.3348566145467,256.38666666666666,384.0,180.7634418105781,0.0,0.0,0.0,6.0,6.0,0.0,2281.7033333333334,2310.0,82.2772171204104,6.0,6.0,0.0,6.0,6.0,0.0,0.81,1.0,0.4177099536175431,4.876666666666667,6.0,2.107826367502947,0.17,0.0,0.38504658103301914,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
adaptive_offline_global,6,0,semantic,150,0.64,1.0,0.4816080447052691,4.541666666666667,5.0,1.0946440581463397,206.89333333333335,201.5,50.15374304909307,379.3466666666667,385.0,31.367059767831982,536870912.0,536870912.0,0.0,48.071299726666666,36.218481999999995,15.830802330441118,48.15634586666667,36.3242915,15.832415591823418,3.2129082866666665,3.0480915,0.7352377907730695,54.565388133333336,58.694370000000006,11.388674696374943,54.653608106666674,58.7581415,11.392702344573914,378.19752474,416.68411100000003,74.74720419144603,0.0,0.0,0.0,378.19752474,416.68411100000003,74.74720419144603,429.48173275333335,462.7770365,81.25779729819159,429.5667788933333,462.885626,81.25724613641857,74694000.64,75497472.0,2486315.6384136253,74694000.64,75497472.0,2486315.6384136253,1.0,1.0,0.0,0.20666666666666667,0.0,0.40627075751477926,0.7,1.0,0.4597927750336602,0.5,0.5,0.5016750465679883,528464827.73333335,530808832.0,29144523.31426468,253.02666666666667,384.0,397.482732674074,139.0,0.0,398.594830531173,209.64666666666668,383.0,190.8064529977771,0.0,0.0,0.0,6.0,6.0,0.0,2285.48,2310.0,75.87633173869706,6.0,6.0,0.0,6.0,6.0,0.0,0.76,1.0,0.42851389834382964,4.593333333333334,6.0,2.326089747259176,0.2866666666666667,0.0,0.4537194039702837,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
adaptive_offline_global,6,0,structural,150,0.8933333333333333,1.0,0.30972312092110527,3.0,3.0,1.4088869386913336,207.74666666666667,202.5,52.81056263407037,379.94666666666666,385.0,35.38300252958962,536870912.0,536870912.0,0.0,40.98909544666667,34.9404875,12.929254296226366,41.076086659999994,35.0247605,12.930405272194704,3.1821172599999996,3.0024759999999997,0.7993948859929764,58.516264773333326,59.174504,21.562912384336368,58.604557746666664,59.247994500000004,21.5693194822285,396.10596433333336,425.8492255,67.61486345171113,0.0,0.0,0.0,396.10596433333336,425.8492255,67.61486345171113,440.27717704,470.02874199999997,70.52290551591427,440.3641682533334,470.1354065,70.52719243823395,74721525.76,75497472.0,2238019.0290718554,74721525.76,75497472.0,2238019.0290718554,1.0,1.0,0.0,0.2,0.0,0.4013400372543902,0.9133333333333333,1.0,0.28228850648734266,0.72,1.0,0.45050307450030536,527604776.96,529514496.0,36270430.69341662,301.3333333333333,384.0,156.76095025779586,61.973333333333336,0.0,141.16580506275452,301.2866666666667,384.0,156.73631670864143,0.0,0.0,0.0,6.0,6.0,0.0,2286.32,2310.0,68.29892056493699,6.0,6.0,0.0,6.0,6.0,0.0,0.7933333333333333,1.0,0.4224674510581601,4.786666666666667,6.0,2.1568889684847883,0.08666666666666667,0.0,0.3051386892657187,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
adaptive_offline_global,6,1,all,600,0.7833333333333333,1.0,0.41231731085448475,3.5638297872340425,4.0,1.5367461446088326,204.76333333333332,199.0,49.62326170651094,379.17833333333334,385.0,34.65537267602827,536870912.0,536870912.0,0.0,43.283282928333335,32.805638,16.508612876016926,43.3598084,32.880010999999996,16.511363673084233,3.007806848333333,2.8683765,0.7363343004358748,52.786768545,56.026174999999995,11.218576739213937,52.86617394833333,56.115615500000004,11.22080804217366,355.63727928500003,385.85979150000003,64.85422406273972,0.0,0.0,0.0,355.63727928500003,385.85979150000003,64.85422406273972,401.9283690616667,428.731483,70.86401008366214,402.00489453333336,428.79988249999997,70.86521510252399,74639005.01333334,75497472.0,2533129.4072283166,74639005.01333334,75497472.0,2533129.4072283166,1.0,1.0,0.0,0.19333333333333333,0.0,0.3952415912003437,0.815,1.0,0.3886215526515614,0.625,1.0,0.48452685903729587,528500435.62666667,530710528.0,26727831.51981851,236.62666666666667,384.0,211.70712584632741,98.6,0.0,203.13341750890825,232.14666666666668,384.0,187.2027776382642,0.0,0.0,0.0,6.0,6.0,0.0,2283.8016666666667,2310.0,77.3049745858251,6.0,6.0,0.0,6.0,6.0,0.0,0.7933333333333333,1.0,0.42140819126075346,4.783333333333333,6.0,2.1758399193138405,0.17833333333333334,0.0,0.39173074577341693,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
adaptive_offline_global,6,1,multi-hop,300,0.8,1.0,0.4006683379765061,3.4875,4.0,1.5764513137962353,202.20666666666668,199.0,47.71337172842155,378.71,385.0,35.934526581950415,536870912.0,536870912.0,0.0,43.067509236666666,32.5964845,14.436060395397782,43.14435176333334,32.7185645,14.438989810504454,2.9589026966666667,2.825482,0.7263183308170512,52.48180758,56.084231,10.408459419211365,52.56066405999999,56.164891499999996,10.411874519820856,355.3927680133333,385.250907,65.16450474628115,0.0,0.0,0.0,355.3927680133333,385.250907,65.16450474628115,401.41917994666665,429.0086575,71.07936375149542,401.49602247333337,429.0768925,71.08032240280691,74570246.82666667,75497472.0,2696059.850601608,74570246.82666667,75497472.0,2696059.850601608,1.0,1.0,0.0,0.18333333333333332,0.0,0.3875860748793189,0.8233333333333334,1.0,0.3820235974197245,0.64,1.0,0.4808020055718086,528966068.9066667,530710528.0,18752844.56542154,235.65333333333334,384.0,235.20400272646424,101.68,0.0,235.08991576625152,226.74,384.0,188.931423208489,0.0,0.0,0.0,6.0,6.0,0.0,2281.7033333333334,2310.0,82.2772171204104,6.0,6.0,0.0,6.0,6.0,0.0,0.81,1.0,0.4177099536175431,4.876666666666667,6.0,2.107826367502947,0.17,0.0,0.38504658103301914,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
adaptive_offline_global,6,1,semantic,150,0.64,1.0,0.4816080447052691,4.541666666666667,5.0,1.0946440581463397,206.89333333333335,201.5,50.15374304909307,379.3466666666667,385.0,31.367059767831982,536870912.0,536870912.0,0.0,45.75780707333334,36.444002,14.787624111691212,45.83538698,36.5271245,14.789771737722761,3.0312914866666665,2.8808295,0.6895522562920325,52.015432073333336,55.8388,10.161990152140815,52.095066126666666,55.935839,10.16056836567101,350.60927886,383.83840150000003,66.9702671029372,0.0,0.0,0.0,350.60927886,383.83840150000003,66.9702671029372,399.39837742000003,424.8427465,73.39263348856115,399.4759573266667,424.9023795,73.39384958092741,74694000.64,75497472.0,2486315.6384136253,74694000.64,75497472.0,2486315.6384136253,1.0,1.0,0.0,0.20666666666666667,0.0,0.40627075751477926,0.7,1.0,0.4597927750336602,0.5,0.5,0.5016750465679883,528464827.73333335,530808832.0,29144523.31426468,199.46666666666667,384.0,191.5400904875586,113.70666666666666,0.0,174.82115680891985,199.40666666666667,383.0,191.48203682083596,0.0,0.0,0.0,6.0,6.0,0.0,2285.48,2310.0,75.87633173869706,6.0,6.0,0.0,6.0,6.0,0.0,0.76,1.0,0.42851389834382964,4.593333333333334,6.0,2.326089747259176,0.2866666666666667,0.0,0.4537194039702837,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
adaptive_offline_global,6,1,structural,150,0.8933333333333333,1.0,0.30972312092110527,3.0,3.0,1.4088869386913336,207.74666666666667,202.5,52.81056263407037,379.94666666666666,385.0,35.38300252958962,536870912.0,536870912.0,0.0,41.24030616666667,32.445890000000006,21.172917330559876,41.31514309333333,32.515615,21.175750079331856,3.082130513333333,2.931011,0.7966418446709336,54.16802694666667,56.284535000000005,13.512505679604537,54.24830154666667,56.366771,13.515641548548604,361.15430225333336,390.031407,62.019459810624184,0.0,0.0,0.0,361.15430225333336,390.031407,62.019459810624184,405.47673893333337,430.71705,68.14220566650886,405.55157585999996,430.7862305,68.14405971419029,74721525.76,75497472.0,2238019.0290718554,74721525.76,75497472.0,2238019.0290718554,1.0,1.0,0.0,0.2,0.0,0.4013400372543902,0.9133333333333333,1.0,0.28228850648734266,0.72,1.0,0.45050307450030536,527604776.96,529514496.0,36270430.69341662,275.73333333333335,384.0,171.90018434567216,77.33333333333333,0.0,153.98538528520103,275.7,384.0,171.87914241499885,0.0,0.0,0.0,6.0,6.0,0.0,2286.32,2310.0,68.29892056493699,6.0,6.0,0.0,6.0,6.0,0.0,0.7933333333333333,1.0,0.4224674510581601,4.786666666666667,6.0,2.1568889684847883,0.08666666666666667,0.0,0.3051386892657187,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
adaptive_offline_global,10,0,all,600,0.9466666666666667,1.0,0.22488480944271497,4.320422535211268,4.0,2.214145281439753,204.76333333333332,199.0,49.62326170651094,379.17833333333334,385.0,34.65537267602827,536870912.0,536870912.0,0.0,42.98898533833333,34.8487235,16.458969500219794,43.07291220166667,34.9219865,16.461728998049022,3.1293177733333333,2.9680340000000003,0.7610713876734326,55.64842084833334,58.283256,12.722547219506094,55.734382955,58.382251,12.724855606285923,640.8424364016666,686.877677,110.70870288022999,0.0,0.0,0.0,640.8424364016666,686.877677,110.70870288022999,686.9607395133334,732.981373,114.46814358526132,687.0446663766667,733.0453534999999,114.46817312254522,122438451.2,123174912.0,3503512.009591276,122438451.2,123174912.0,3503512.009591276,1.0,1.0,0.0,0.18,0.0,0.38450801120974576,0.9533333333333334,1.0,0.21109988352340445,0.7733333333333333,1.0,0.41902449184205665,529315648.85333335,530432000.0,19986937.954895932,273.84,384.0,172.34395395286438,89.57333333333334,0.0,161.5129778859829,273.805,384.0,172.3216417692119,0.0,0.0,0.0,10.0,10.0,0.0,3746.525,3769.0,106.91870146457751,10.0,10.0,0.0,10.0,10.0,0.0,0.8216666666666667,1.0,0.3959695384089583,8.318333333333333,10.0,3.577475054909946,0.045,0.0,0.2074770940954454,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
adaptive_offline_global,10,0,multi-hop,300,0.9533333333333334,1.0,0.21127631471468905,4.2272727272727275,4.0,2.2650876383860683,202.20666666666668,199.0,47.71337172842155,378.71,385.0,35.934526581950415,536870912.0,536870912.0,0.0,43.170029946666666,34.896800999999996,18.5379882895299,43.253975579999995,34.9885065,18.540716693590362,3.1440521399999994,2.9601724999999997,0.8090905028726494,55.80332099666666,58.19852,12.946896197459926,55.88970596666666,58.2812555,12.94900302708736,643.66206963,685.0711705,106.96639874148326,0.0,0.0,0.0,643.66206963,685.0711705,106.96639874148326,689.9761517166667,732.981373,110.43674281495703,690.06009735,733.0453534999999,110.43715615552802,122381271.04,123174912.0,3628386.1617659284,122381271.04,123174912.0,3628386.1617659284,1.0,1.0,0.0,0.16666666666666666,0.0,0.3733006833947211,0.9566666666666667,1.0,0.20394656873443823,0.79,1.0,0.4079887859958013,530523968.85333335,530595840.0,7657984.8785227975,276.16,384.0,171.42292865374608,86.34666666666666,0.0,160.01015798301054,276.12333333333333,384.0,171.39988679361812,0.0,0.0,0.0,10.0,10.0,0.0,3744.78,3769.0,110.72955815936061,10.0,10.0,0.0,10.0,10.0,0.0,0.8333333333333334,1.0,0.39080855497848377,8.406666666666666,10.0,3.4468669631654563,0.04,0.0,0.19628659682628707,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
