policy,k,query_type,repetitions,events,mean_prediction_hit,median_prediction_hit,mean_target_rank,median_target_rank,mean_candidate_universe_size,median_candidate_universe_size,mean_prompt_tokens,median_prompt_tokens,mean_capacity_bytes,median_capacity_bytes,mean_ready_cache_ttft_ms,median_ready_cache_ttft_ms,mean_request_e2e_ms,median_request_e2e_ms,mean_policy_ms,median_policy_ms,mean_current_access_ttft_ms,median_current_access_ttft_ms,mean_current_access_request_ms,median_current_access_request_ms,mean_speculative_population_ms,median_speculative_population_ms,mean_available_overlap_ms,median_available_overlap_ms,mean_exposed_population_ms,median_exposed_population_ms,mean_end_to_end_ttft_ms,median_end_to_end_ttft_ms,mean_end_to_end_request_ms,median_end_to_end_request_ms,mean_prefetch_bytes_scheduled,median_prefetch_bytes_scheduled,mean_prefetch_bytes_completed,median_prefetch_bytes_completed,mean_prefetch_completion_fraction,median_prefetch_completion_fraction,mean_shadow_residency_before_prefetch,median_shadow_residency_before_prefetch,mean_shadow_residency_hit,median_shadow_residency_hit,mean_shadow_current_prefetch_hit,median_shadow_current_prefetch_hit,mean_shadow_cache_bytes_after,median_shadow_cache_bytes_after,mean_lmcache_retrieved_tokens_delta,median_lmcache_retrieved_tokens_delta,mean_lmcache_stored_tokens_delta,median_lmcache_stored_tokens_delta,mean_vllm_prefix_cache_hit_tokens_delta,median_vllm_prefix_cache_hit_tokens_delta,mean_population_request_count,median_population_request_count,mean_population_prompt_tokens,median_population_prompt_tokens,mean_predicted_count,median_predicted_count,mean_completed_prefetch_count,median_completed_prefetch_count,mean_current_insert_eviction_count,median_current_insert_eviction_count,mean_prefetch_eviction_count,median_prefetch_eviction_count,mean_target_insert_eviction_count,median_target_insert_eviction_count,mean_online_updated,median_online_updated,mean_retry_count,median_retry_count,mean_prefetch_completed_before_demand,median_prefetch_completed_before_demand,mean_request_success,median_request_success
adaptive_offline_global,6,all,2,1200,0.7833333333333333,1.0,3.5638297872340425,4.0,204.76333333333332,199.0,379.17833333333334,385.0,536870912.0,536870912.0,43.84527635583334,34.7085255,43.926472006666664,34.7997575,3.0868419266666662,2.943362,54.40169739583333,57.181358,54.485043364999996,57.2564115,371.755635335,395.783945,0.0,0.0,371.755635335,395.783945,418.68775361750005,439.65022050000005,418.76894926833336,439.721578,74639005.01333334,75497472.0,74639005.01333334,75497472.0,1.0,1.0,0.19333333333333333,0.0,0.815,1.0,0.625,1.0,528500435.62666667,530710528.0,253.67583333333334,384.0,96.68916666666667,0.0,244.03666666666666,384.0,6.0,6.0,2283.8016666666667,2310.0,6.0,6.0,6.0,6.0,0.7933333333333333,1.0,4.783333333333333,6.0,0.17833333333333334,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
adaptive_offline_global,6,multi-hop,2,600,0.8,1.0,3.4875,4.0,202.20666666666668,199.0,378.71,385.0,536870912.0,536870912.0,43.67592560833334,34.656787,43.75720336333333,34.74807199999999,3.046571966666667,2.903758,53.987116809999996,57.2333835,54.069703348333334,57.3005735,371.99450312333335,395.45165399999996,0.0,0.0,371.99450312333335,395.45165399999996,418.7170006983333,439.52000599999997,418.7982784533333,439.58097799999996,74570246.82666667,75497472.0,74570246.82666667,75497472.0,1.0,1.0,0.18333333333333332,0.0,0.8233333333333334,1.0,0.64,1.0,528966068.9066667,530710528.0,249.96166666666667,384.0,95.375,0.0,241.56333333333333,384.0,6.0,6.0,2281.7033333333334,2310.0,6.0,6.0,6.0,6.0,0.81,1.0,4.876666666666667,6.0,0.17,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
adaptive_offline_global,6,semantic,2,300,0.64,1.0,4.541666666666667,5.0,206.89333333333335,201.5,379.3466666666667,385.0,536870912.0,536870912.0,46.9145534,36.227667499999995,46.99586642333334,36.3242915,3.1220998866666667,2.9727015,53.29041010333334,56.716824,53.374337116666666,56.8025315,364.4034018,391.95446749999996,0.0,0.0,364.4034018,391.95446749999996,414.44005508666663,443.3827585,414.52136811,443.482944,74694000.64,75497472.0,74694000.64,75497472.0,1.0,1.0,0.20666666666666667,0.0,0.7,1.0,0.5,0.5,528464827.73333335,530808832.0,226.24666666666667,384.0,126.35333333333334,0.0,204.52666666666667,383.0,6.0,6.0,2285.48,2310.0,6.0,6.0,6.0,6.0,0.76,1.0,4.593333333333334,6.0,0.2866666666666667,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
adaptive_offline_global,6,structural,2,300,0.8933333333333333,1.0,3.0,3.0,207.74666666666667,202.5,379.94666666666666,385.0,536870912.0,536870912.0,41.11470080666667,34.261125500000006,41.19561487666667,34.3269135,3.1321238866666667,2.9668285,56.342145859999995,57.552374,56.426429646666655,57.6142545,378.63013329333336,398.1954235,0.0,0.0,378.63013329333336,398.1954235,422.8769579866667,438.8575095,422.95787205666664,438.9318935,74721525.76,75497472.0,74721525.76,75497472.0,1.0,1.0,0.2,0.0,0.9133333333333333,1.0,0.72,1.0,527604776.96,529514496.0,288.53333333333336,384.0,69.65333333333334,0.0,288.49333333333334,384.0,6.0,6.0,2286.32,2310.0,6.0,6.0,6.0,6.0,0.7933333333333333,1.0,4.786666666666667,6.0,0.08666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
adaptive_offline_global,10,all,2,1200,0.9466666666666667,1.0,4.320422535211268,4.0,204.76333333333332,199.0,379.17833333333334,385.0,536870912.0,536870912.0,42.74651340333333,34.2981875,42.82751371083334,34.3767045,3.073024468333333,2.9111335,54.486361020000004,56.967118,54.56977016416667,57.0512415,618.4730645233334,648.1602640000001,0.0,0.0,618.4730645233334,648.1602640000001,664.292602395,697.9957804999999,664.3736027025001,698.0884954999999,122438451.2,123174912.0,122438451.2,123174912.0,1.0,1.0,0.18,0.0,0.9533333333333334,1.0,0.7733333333333333,1.0,529315648.85333335,530432000.0,270.76416666666665,384.0,106.71083333333333,0.0,261.80333333333334,384.0,10.0,10.0,3746.525,3769.0,10.0,10.0,10.0,10.0,0.8216666666666667,1.0,8.318333333333333,10.0,0.045,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
adaptive_offline_global,10,multi-hop,2,600,0.9533333333333334,1.0,4.2272727272727275,4.0,202.20666666666668,199.0,378.71,385.0,536870912.0,536870912.0,42.272220839999996,34.2337895,42.35238825333333,34.310788,3.0748211199999997,2.9208030000000003,54.71679663666667,57.07163,54.80032464333335,57.1616765,620.30733374,648.1602640000001,0.0,0.0,620.30733374,648.1602640000001,665.6543757,697.804376,665.7345431133333,697.8854249999999,122381271.04,123174912.0,122381271.04,123174912.0,1.0,1.0,0.16666666666666666,0.0,0.9566666666666667,1.0,0.79,1.0,530523968.85333335,530595840.0,285.635,384.0,111.715,0.0,267.75333333333333,384.0,10.0,10.0,3744.78,3769.0,10.0,10.0,10.0,10.0,0.8333333333333334,1.0,8.406666666666666,10.0,0.04,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
adaptive_offline_global,10,semantic,2,300,0.9066666666666666,1.0,5.507352941176471,5.0,206.89333333333335,201.5,379.3466666666667,385.0,536870912.0,536870912.0,43.26448661333333,34.482962,43.34689556,34.555550499999995,3.0482685833333334,2.921831,53.322781076666665,56.514188,53.40510924,56.596312,610.3464033533334,647.0899549999999,0.0,0.0,610.3464033533334,647.0899549999999,656.65915855,694.6962195,656.7415674966667,694.770359,122547077.12,123174912.0,122547077.12,123174912.0,1.0,1.0,0.2,0.0,0.92,1.0,0.72,1.0,528288317.44,529072128.0,246.66666666666666,384.0,103.30666666666667,0.0,246.61666666666667,384.0,10.0,10.0,3749.84,3769.0,10.0,10.0,10.0,10.0,0.8133333333333334,1.0,8.1,10.0,0.08,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
adaptive_offline_global,10,structural,2,300,0.9733333333333334,1.0,3.3972602739726026,3.0,207.74666666666667,202.5,379.94666666666666,385.0,536870912.0,536870912.0,43.17712532,34.18889,43.258382776666664,34.2742885,3.0941870499999995,2.8904180000000004,55.18906973,57.248841999999996,55.273322130000004,57.345126,622.93118726,650.2224269999999,0.0,0.0,622.93118726,650.2224269999999,669.2024996300001,701.5338710000001,669.2837570866667,701.6135375000001,122444185.6,122568704.0,122444185.6,122568704.0,1.0,1.0,0.18666666666666668,0.0,0.98,1.0,0.7933333333333333,1.0,527926340.26666665,530579456.0,265.12,384.0,100.10666666666667,0.0,265.09,384.0,10.0,10.0,3746.7,3750.5,10.0,10.0,10.0,10.0,0.8066666666666666,1.0,8.36,10.0,0.02,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
adaptive_offline_global,16,all,2,1200,0.9766666666666667,1.0,4.583617747440273,4.0,204.76333333333332,199.0,379.17833333333334,385.0,536870912.0,536870912.0,44.005557645833335,35.358855500000004,44.0915217875,35.437776,3.2250413441666663,3.036195,56.173756891666656,57.880393999999995,56.26190210333334,57.98129350000001,1029.9128854058333,1053.2222845000001,0.0,0.0,1029.9128854058333,1053.2222845000001,1077.1434843958334,1102.9224365,1077.2294485375,1102.994125,194148324.69333333,195690496.0,194148324.69333333,195690496.0,1.0,1.0,0.11833333333333333,0.0,0.9783333333333334,1.0,0.8616666666666667,1.0,530186731.52,531120128.0,279.3725,384.0,66.42583333333333,0.0,264.46416666666664,384.0,16.0,16.0,5940.9366666666665,5988.0,16.0,16.0,16.0,16.0,0.9283333333333333,1.0,14.323333333333334,16.0,0.02,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
adaptive_offline_global,16,multi-hop,2,600,0.9766666666666667,1.0,4.4573378839590445,4.0,202.20666666666668,199.0,378.71,385.0,536870912.0,536870912.0,43.40127722166667,35.2043745,43.487186095,35.289052,3.2331655016666665,3.0550465,56.17440031166666,58.008607,56.26305356333333,58.099008,1034.6966367416667,1055.648432,0.0,0.0,1034.6966367416667,1055.648432,1081.3310794650001,1104.419961,1081.4169883383333,1104.5205680000001,194071647.57333332,195461120.0,194071647.57333332,195461120.0,1.0,1.0,0.09333333333333334,0.0,0.98,1.0,0.8866666666666667,1.0,530883761.49333334,531070976.0,295.2266666666667,384.0,76.82666666666667,0.0,268.8666666666667,384.0,16.0,16.0,5938.596666666666,5981.0,16.0,16.0,16.0,16.0,0.9533333333333334,1.0,14.686666666666667,16.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
